unidadEjecutora;fechaEvento;perdidaBruta;recuperacion;perdidaReconocida;detalleNivel3;detalleNivel2;detalleNivel1;causa
Unidad de Negocios Corporativa;1-oct-16;295.33;0.00;295.33;3.3.1 - Todo tipo de discriminación;3.3 - Diversidad y discriminación;3 - Relaciones laborales y seguridad en el puesto de trabajo;Personas
Unidad de Administración y Recursos Humanos;19-nov-15;180.26;0.00;180.26;3.2.3 - Indemnización a los trabajadores;3.2 - Higiene y seguridad en el trabajo;3 - Relaciones laborales y seguridad en el puesto de trabajo;Personas
Unidad de Auditoría Interna;8-sept-16;161.16;0.00;161.16;7.1.1 - Comunicación defectuosa;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Administración y Recursos Humanos;22-ago-15;27.43;0.00;27.43;7.1.7 - Fallo en la entrega;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Finanzas y Contabilidad;22-dic-18;63.83;0.00;63.83;4.5.1 - Litigios sobre resultados de las actividades de asesoramiento;4.5 - Actividades de asesoramiento;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Finanzas y Contabilidad;11-may-19;112.15;0.00;112.15;7.1.7 - Fallo en la entrega;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Negocios Corporativa;12-sept-17;159.63;0.00;159.63;7.1.5 - Error contable / atribución a entidades erróneas;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Finanzas y Contabilidad;13-jun-15;271.69;0.00;271.69;1.2.4 - Destrucción dolosa de activos;1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Operaciones;21-jul-17;247.96;0.00;247.96;4.1.7 - Abuso de información confidencial;4.1 - Adecuación, divulgación de información y confianza;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Proyectos;27-may-19;114.29;0.00;114.29;7.6.1 - Subcontratación;7.6 - Distribuidores y proveedores;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Administración y Recursos Humanos;23-nov-16;178.79;0.00;178.79;7.5.2 - Otros litigios con contrapartes distintas de clientes;7.5 - Contrapartes comerciales;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Cumplimiento;21-oct-18;74.06;0.00;74.06;2.1.3 - Utilización de cheques sin fondos;2.1 - Hurto y fraude;2 - Fraude externo;Eventos externos
Unidad Legal;31-dic-18;190.26;0.00;190.26;3.3.1 - Todo tipo de discriminación;3.3 - Diversidad y discriminación;3 - Relaciones laborales y seguridad en el puesto de trabajo;Personas
Unidad de Riesgos;19-oct-16;357.01;0.00;357.01;7.1.1 - Comunicación defectuosa;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Operaciones;15-may-17;382.65;0.00;382.65;7.1.1 - Comunicación defectuosa;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Finanzas y Contabilidad;12-ago-18;49.69;0.00;49.69;7.1.7 - Fallo en la entrega;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Cumplimiento;29-oct-16;119.37;0.00;119.37;4.1.7 - Abuso de información confidencial;4.1 - Adecuación, divulgación de información y confianza;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Negocios El Salvador;19-ago-16;78.85;0.00;78.85;2.1.1 - Hurto/ robo;2.1 - Hurto y fraude;2 - Fraude externo;Eventos externos
Unidad de Finanzas y Contabilidad;2-abr-15;172.80;0.00;172.80;1.1.1 - Operaciones no reveladas (intencionalmente);1.1 - Actividades no autorizadas;1 - Fraude interno;Personas
Unidad de Administración y Recursos Humanos;2-may-18;274.83;0.00;274.83;4.3.2 - Error de los modelos;4.3 - Productos defectuosos;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Negocios El Salvador;16-sept-17;30.43;0.00;30.43;7.1.6 - Errores en otras tareas;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Negocios Guatemala;31-mar-18;4.43;0.00;4.43;7.4.1 - Acceso no autorizado a cuentas;7.4 - Gestión de cuentas de clientes;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Operaciones;21-sept-17;23.31;0.00;23.31;3.3.1 - Todo tipo de discriminación;3.3 - Diversidad y discriminación;3 - Relaciones laborales y seguridad en el puesto de trabajo;Personas
Unidad de Riesgos;20-ago-16;327.73;0.00;327.73;7.1.6 - Errores en otras tareas;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Proyectos;28-feb-17;156.85;0.00;156.85;2.2.2 - Robo de información (con pérdidas pecuniarias);2.2 - Seguridad de los sistemas;2 - Fraude externo;Eventos externos
Unidad de Tecnología;8-dic-16;215.51;0.00;215.51;7.1.7 - Fallo en la entrega;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Negocios Guatemala;22-oct-19;228.68;0.00;228.68;3.1.2 - Organización laboral;3.1 - Relaciones laborales;3 - Relaciones laborales y seguridad en el puesto de trabajo;Personas
Unidad de Operaciones  -Préstamos;14-nov-15;89.64;0.00;89.64;2.2.1 - Daños por ataques informáticos;2.2 - Seguridad de los sistemas;2 - Fraude externo;Eventos externos
Unidad Legal;25-mar-16;-21.57;0.00;-21.57;2.1.1 - Hurto/ robo;2.1 - Hurto y fraude;2 - Fraude externo;Eventos externos
Unidad de Calidad y Productividad;5-dic-19;84.17;0.00;84.17;7.1.6 - Errores en otras tareas;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Cumplimiento;5-ago-18;189.33;0.00;189.33;7.1.9 - Mantenimiento de datos de referencia;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Cumplimiento;8-abr-17;3.43;0.00;3.43;4.4.2 - Superación de los límites de riesgo frente a clientes;4.4 - Selección, patrocinio y riesgos;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Negocios Guatemala;25-jul-18;101.23;0.00;101.23;7.2.2 - Inexactitud de informes externos (con generación de pérdidas);7.2 - Seguimiento y presentación de informes;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Negocios Costa Rica;17-oct-18;106.18;0.00;106.18;4.3.2 - Error de los modelos;4.3 - Productos defectuosos;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Cumplimiento;3-jul-18;790.82;0.00;790.82;4.2.5 - Blanqueo de dinero;4.2 - Prácticas empresariales o de mercado improcedentes;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Negocios Panamá;24-mar-15;1202.89;0.00;1202.89;4.4.1 - Ausencia de investigación a clientes conforme a las directrices;4.4 - Selección, patrocinio y riesgos;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Administración y Recursos Humanos;24-sept-18;2159.06;0.00;2159.06;7.1.4 - Ejecución errónea de modelos / sistemas;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Auditoría Interna;26-oct-16;1353.19;0.00;1353.19;7.5.2 - Otros litigios con contrapartes distintas de clientes;7.5 - Contrapartes comerciales;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Administración y Recursos Humanos;12-nov-18;264.31;0.00;264.31;6.1.3 - Telecomunicaciones;6.1 - Sistemas;6 - Incidencias en el negocio y fallos en los sistemas;Sistemas
Unidad de Calidad y Productividad;18-jul-15;445.23;0.00;445.23;1.2.5 - Falsificación;1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Negocios Corporativa;19-oct-19;44.21;0.00;44.21;6.1.1 - Hardware;6.1 - Sistemas;6 - Incidencias en el negocio y fallos en los sistemas;Sistemas
Unidad de Negocios Costa Rica;13-mar-18;48.11;0.00;48.11;2.1.3 - Utilización de cheques sin fondos;2.1 - Hurto y fraude;2 - Fraude externo;Eventos externos
Unidad de Administración y Recursos Humanos;2-dic-15;21.93;0.00;21.93;7.6.2 - Litigios con distribuidores;7.6 - Distribuidores y proveedores;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Administración y Recursos Humanos;16-sept-18;307.74;0.00;307.74;7.1.5 - Error contable / atribución a entidades erróneas;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Finanzas y Contabilidad;10-may-16;971.64;0.00;971.64;4.5.1 - Litigios sobre resultados de las actividades de asesoramiento;4.5 - Actividades de asesoramiento;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Finanzas y Contabilidad;10-jun-15;746.21;0.00;746.21;7.4.1 - Acceso no autorizado a cuentas;7.4 - Gestión de cuentas de clientes;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Negocios Panamá;4-ene-20;158.23;0.00;158.23;1.2.1 - Fraude / fraude crediticio/ depósitos sin valor;1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Tecnología;6-ago-15;186.39;0.00;186.39;2.1.1 - Hurto/ robo;2.1 - Hurto y fraude;2 - Fraude externo;Eventos externos
Unidad de Administración y Recursos Humanos;9-nov-16;76.68;0.00;76.68;7.1.6 - Errores en otras tareas;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Auditoría Interna;19-feb-18;134.97;0.00;134.97;7.2.2 - Inexactitud de informes externos (con generación de pérdidas);7.2 - Seguimiento y presentación de informes;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Negocios Nicaragua;23-jun-17;1002.59;0.00;1002.59;4.2.1 - Prácticas restrictivas de la competencia;4.2 - Prácticas empresariales o de mercado improcedentes;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Negocios Costa Rica;26-may-19;151.25;0.00;151.25;2.1.2 - Falsificación;2.1 - Hurto y fraude;2 - Fraude externo;Eventos externos
Unidad de Calidad y Productividad;25-abr-19;390.14;0.00;390.14;1.1.1 - Operaciones no reveladas (intencionalmente);1.1 - Actividades no autorizadas;1 - Fraude interno;Personas
Unidad de Auditoría Interna;4-feb-18;145.74;0.00;145.74;4.1.2 - Aspectos de adecuación/divulgación información;4.1 - Adecuación, divulgación de información y confianza;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Riesgos;8-feb-16;110.48;0.00;110.48;3.1.1 - Cuestiones relativas a remuneración, prestaciones sociales, extinción de contratos;3.1 - Relaciones laborales;3 - Relaciones laborales y seguridad en el puesto de trabajo;Personas
Unidad de Negocios El Salvador;4-dic-16;64.49;0.00;64.49;3.2.3 - Indemnización a los trabajadores;3.2 - Higiene y seguridad en el trabajo;3 - Relaciones laborales y seguridad en el puesto de trabajo;Personas
Unidad de Negocios El Salvador;16-mar-19;979.62;0.00;979.62;7.5.1 - Fallos de contrapartes distintas de clientes;7.5 - Contrapartes comerciales;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Negocios El Salvador;22-ago-18;141.64;0.00;141.64;7.1.5 - Error contable / atribución a entidades erróneas;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Administración y Recursos Humanos;12-jul-16;278.00;0.00;278.00;7.6.2 - Litigios con distribuidores;7.6 - Distribuidores y proveedores;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Calidad y Productividad;2-mar-17;650.00;0.00;650.00;6.1.4 - Interrupción / incidencias en el suministro;6.1 - Sistemas;6 - Incidencias en el negocio y fallos en los sistemas;Sistemas
Unidad de Negocios Guatemala;25-jul-18;479.62;0.00;479.62;4.1.5 - Ventas agresivas;4.1 - Adecuación, divulgación de información y confianza;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Negocios Panamá;24-sept-18;323.40;0.00;323.40;3.2.3 - Indemnización a los trabajadores;3.2 - Higiene y seguridad en el trabajo;3 - Relaciones laborales y seguridad en el puesto de trabajo;Personas
Unidad Legal;29-dic-19;125.76;0.00;125.76;1.1.1 - Operaciones no reveladas (intencionalmente);1.1 - Actividades no autorizadas;1 - Fraude interno;Personas
Unidad de Negocios Costa Rica;20-oct-16;240.46;0.00;240.46;7.5.2 - Otros litigios con contrapartes distintas de clientes;7.5 - Contrapartes comerciales;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Administración y Recursos Humanos;7-dic-16;240.00;0.00;240.00;6.1.2 - Software;6.1 - Sistemas;6 - Incidencias en el negocio y fallos en los sistemas;Sistemas
Unidad de Operaciones;10-jul-16;20.01;0.00;20.01;7.1.5 - Error contable / atribución a entidades erróneas;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Operaciones;10-sept-19;195.04;0.00;195.04;4.1.2 - Aspectos de adecuación/divulgación información;4.1 - Adecuación, divulgación de información y confianza;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Proyectos;20-dic-16;231.39;0.00;231.39;7.6.1 - Subcontratación;7.6 - Distribuidores y proveedores;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Finanzas y Contabilidad;30-nov-17;448.44;0.00;448.44;1.2.7 - Contrabando;1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Administración y Recursos Humanos;4-dic-16;431.45;0.00;431.45;7.6.2 - Litigios con distribuidores;7.6 - Distribuidores y proveedores;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Finanzas y Contabilidad;2-oct-19;200.72;0.00;200.72;4.5.1 - Litigios sobre resultados de las actividades de asesoramiento;4.5 - Actividades de asesoramiento;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Tecnología;10-oct-18;1054.09;0.00;1054.09;7.4.1 - Acceso no autorizado a cuentas;7.4 - Gestión de cuentas de clientes;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Finanzas y Contabilidad;7-may-19;563.13;0.00;563.13;4.1.4 - Quebrantamiento de privacidad;4.1 - Adecuación, divulgación de información y confianza;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Auditoría Interna;1-ene-19;3461.43;0.00;3461.43;4.2.1 - Prácticas restrictivas de la competencia;4.2 - Prácticas empresariales o de mercado improcedentes;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Negocios Nicaragua;16-jun-15;46.13;0.00;46.13;6.1.1 - Hardware;6.1 - Sistemas;6 - Incidencias en el negocio y fallos en los sistemas;Sistemas
Unidad de Riesgos;4-jul-17;485.03;0.00;485.03;1.2.8 - Apropiación de cuentas, de identidad, etc.;1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Negocios Nicaragua;23-ago-19;411.29;0.00;411.29;1.2.1 - Fraude / fraude crediticio/ depósitos sin valor;1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Operaciones  -Préstamos;11-ene-17;373.31;0.00;373.31;3.2.2 - Casos relacionados con normas higiene y seguridad de trabajo;3.2 - Higiene y seguridad en el trabajo;3 - Relaciones laborales y seguridad en el puesto de trabajo;Personas
Unidad de Negocios Guatemala;15-mar-17;937.06;0.00;937.06;7.2.2 - Inexactitud de informes externos (con generación de pérdidas);7.2 - Seguimiento y presentación de informes;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Administración y Recursos Humanos;13-jun-18;88.34;0.00;88.34;7.1.5 - Error contable / atribución a entidades erróneas;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Tecnología;7-feb-19;705.22;0.00;705.22;5.1.1 - Pérdidas por desastres naturales;5.1 - Desastres y otros acontecimientos;5 - Daños a activos materiales;Personas
Unidad de Negocios El Salvador;16-nov-19;290.86;0.00;290.86;1.2.3 - Valoración errónea de posiciones (intencional);1.1 - Actividades no autorizadas;1 - Fraude interno;Personas
Unidad de Proyectos;7-ago-16;750.88;0.00;750.88;4.2.5 - Blanqueo de dinero;4.2 - Prácticas empresariales o de mercado improcedentes;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Operaciones;20-nov-18;1070.26;0.00;1070.26;3.1.2 - Organización laboral;3.1 - Relaciones laborales;3 - Relaciones laborales y seguridad en el puesto de trabajo;Personas
Unidad de Proyectos;15-oct-15;407.45;0.00;407.45;7.4.3 - Pérdida o daño de activos de clientes por negligencia;7.4 - Gestión de cuentas de clientes;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Calidad y Productividad;14-feb-16;509.94;0.00;509.94;7.6.2 - Litigios con distribuidores;7.6 - Distribuidores y proveedores;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Tecnología;26-oct-16;321.59;0.00;321.59;1.2.8 - Apropiación de cuentas, de identidad, etc.;1.2 - Hurto y fraude;1 - Fraude interno;Personas
