"","area","prov","sexo","f1_s2_8_1","region","etnia","gedad_meses","f1_s1_1","f1_s1_2","f1_s1_3","f1_s1_4","f1_s1_5","f1_s1_6_1","f1_s1_6_2","f1_s1_6_3","f1_s1_9","f1_s1_11","f1_s1_12","f1_s1_13","f1_s1_21","f1_s1_24","f1_s1_25","f1_s1_42","f1_s1_43","f1_s1_44_1","f1_s1_44_2","f1_s1_44_3","f1_s1_44_4","f1_s1_44_5","f1_s1_44_6","f1_s1_44_7","f1_s1_44_10","f1_s6_1_1","f1_s6_1_2","f1_s6_1_3","dcronica"
"10281","Urbano","Pr_12","Hombre","Ninguno","Sierra","3","6","Lastrado","Cuarto","Zinc","Cemento","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","PozoSeptico","RedPublica","DentroVivienda","Red","NO","NO","NO","NO","NO","SI","NO","NO","SI","NO","SI","SI","SI","DCI_0"
"3123","Rural","Pr_06","Hombre","Ninguno","Costa","1","4","Lastrado","Depar","Hormigon","Ceramica","Asbesto","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","SI","SI","NO","SI","SI","SI","SI","SI","NO","NO","NO","NO","DCI_0"
"4209","Urbano","Pr_07","Mujer","Ninguno","Sierra","2","3","Carretera","Casa","Hormigon","Ceramica","Hormigon","Bueno","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","SI","NO","SI","SI","SI","SI","NO","SI","SI","NO","NO","NO","NO","DCI_1"
"2463","Rural","Pr_05","Mujer","Ninguno","Costa","3","5","Lastrado","Casa","Asbesto","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","NoTiene","PozoCiego","Tuberia","TuberiaFueraDentro","Tuberia","NO","NO","SI","NO","NO","SI","NO","SI","SI","NO","SI","NO","NO","DCI_1"
"15053","Urbano","Pr_18","Mujer","Ninguno","Costa","3","1","Carretera","Casa","Hormigon","Duela","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","NO","SI","SI","SI","SI","NO","SI","SI","SI","NO","NO","NO","DCI_0"
"1914","Rural","Pr_04","Mujer","Ninguno","Costa","3","3","Carretera","Depar","Hormigon","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","NO","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"9809","Rural","Pr_12","Mujer","Campesino","Sierra","3","1","Lastrado","Casa","Zinc","Cemento","Hormigon","Regular","Regular","Regular","Gas","Queman","ExclusivoHogar","PozoSeptico","Tuberia","DentroVivienda","PozoEntubado","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","DCI_1"
"6719","Urbano","Pr_09","Hombre","IESSGen","Sierra","3","2","Carretera","Casa","Zinc","Ceramica","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","NO","SI","NO","SI","SI","SI","NO","SI","SI","SI","NO","NO","DCI_0"
"14960","Urbano","Pr_18","Hombre","Ninguno","Costa","3","4","Carretera","Casa","Asbesto","Duela","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","SI","SI","NO","SI","SI","SI","SI","SI","NO","NO","NO","NO","DCI_0"
"1235","Urbano","Pr_03","Mujer","IESSGen","Costa","3","5","Carretera","Casa","Hormigon","Duela","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","NO","SI","SI","SI","SI","SI","SI","SI","SI","SI","NO","NO","NO","DCI_0"
"19027","Urbano","Pr_23","Hombre","Ninguno","Costa","3","7","Carretera","Cuarto","Zinc","Ceramica","Asbesto","Malo","Regular","Regular","Gas","Municipio","NoTiene","Alcantarillado","RedPublica","DentroVivienda","Red","NO","SI","NO","NO","NO","SI","NO","NO","SI","NO","SI","NO","SI","DCI_0"
"8972","Rural","Pr_11","Hombre","Ninguno","Costa","3","3","Lastrado","Casa","Zinc","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Queman","Compartido","PozoSeptico","Tuberia","TuberiaFueraDentro","Tuberia","NO","NO","SI","NO","NO","SI","NO","SI","NO","NO","SI","SI","NO","DCI_1"
"19250","Rural","Pr_23","Hombre","Ninguno","Costa","5","8","Lastrado","Mediagua","Zinc","Cemento","Hormigon","Regular","Regular","Bueno","Gas","Municipio","Compartido","PozoSeptico","Pila","TuberiaFueraDentro","Red","SI","SI","SI","NO","NO","SI","NO","NO","SI","SI","NO","NO","SI","DCI_0"
"16664","Urbano","Pr_21","Hombre","ISSFA","Oriente","3","6","Carretera","Depar","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","SI","SI","SI","SI","SI","SI","SI","SI","SI","NO","NO","NO","NO","DCI_1"
"14266","Urbano","Pr_17","Hombre","Ninguno","Costa","3","8","Lastrado","Depar","Hormigon","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Calle","Compartido","Alcantarillado","RedPublica","DentroVivienda","Red","SI","SI","SI","SI","SI","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"3880","Urbano","Pr_07","Hombre","Ninguno","Sierra","4","1","Carretera","Casa","Hormigon","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","SI","SI","SI","NO","SI","SI","NO","NO","SI","NO","NO","NO","NO","DCI_0"
"2136","Rural","Pr_04","Hombre","Ninguno","Costa","3","8","Carretera","Casa","Teja","Tabla","Asbesto","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","SI","SI","NO","NO","SI","NO","SI","SI","SI","NO","NO","NO","DCI_0"
"4812","Rural","Pr_07","Hombre","Ninguno","Sierra","3","8","Sendero","Casa","Zinc","Tabla","Hormigon","Malo","Malo","Regular","Gas","Queman","ExclusivoHogar","PozoSeptico","Tuberia","DentroVivienda","Tuberia","NO","NO","SI","NO","NO","SI","NO","SI","SI","NO","SI","SI","SI","DCI_0"
"17088","Rural","Pr_21","Hombre","Ninguno","Oriente","1","8","Lastrado","Casa","Zinc","Tabla","Madera","Regular","Regular","Regular","Gas","Municipio","NoTiene","NoTiene","Pozo","Otro","PozoNoProteg","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","DCI_0"
"7423","Urbano","Pr_09","Mujer","Campesino","Sierra","3","7","Carretera","Casa","Zinc","Cemento","Hormigon","Malo","Malo","Malo","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","NO","SI","SI","NO","SI","SI","SI","SI","SI","NO","SI","SI","SI","DCI_0"
"763","Rural","Pr_02","Hombre","IESSGen","Costa","3","8","Lastrado","Casa","Zinc","Cemento","Hormigon","Bueno","Bueno","Regular","Gas","Queman","NoTiene","PozoSeptico","Tuberia","TuberiaFueraDentro","Tuberia","NO","NO","SI","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","DCI_0"
"17655","Rural","Pr_22","Hombre","Ninguno","Oriente","3","7","Lastrado","Casa","Zinc","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Queman","ExclusivoHogar","NoTiene","RedPublica","TuberiaFueraDentro","Red","NO","NO","SI","NO","NO","SI","NO","SI","SI","NO","SI","NO","NO","DCI_0"
"1677","Urbano","Pr_04","Mujer","Ninguno","Costa","3","2","Lastrado","Casa","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","SI","SI","SI","NO","SI","SI","SI","SI","SI","NO","NO","NO","DCI_0"
"8382","Urbano","Pr_11","Hombre","IESSGen","Costa","3","6","Lastrado","Casa","Zinc","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","SI","SI","SI","SI","SI","NO","NO","SI","NO","NO","NO","NO","DCI_0"
"18749","Urbano","Pr_23","Mujer","IESSGen","Costa","3","2","Carretera","Casa","Zinc","Ceramica","Hormigon","Malo","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","TuberiaFueraDentro","Red","SI","NO","SI","SI","SI","SI","NO","SI","SI","NO","SI","NO","NO","DCI_0"
"13211","Rural","Pr_15","Hombre","Ninguno","Oriente","1","6","Empedrado","Casa","Zinc","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","PozoSeptico","Tuberia","DentroVivienda","Tuberia","NO","NO","SI","NO","NO","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"5814","Urbano","Pr_08","Hombre","Ninguno","Sierra","3","5","Carretera","Casa","Hormigon","Cemento","Hormigon","Bueno","Regular","Bueno","Gas","Municipio","ExclusivoHogar","PozoSeptico","RedPublica","DentroVivienda","Ebotellada","SI","NO","SI","SI","SI","SI","NO","SI","SI","NO","NO","NO","NO","DCI_1"
"15297","Rural","Pr_18","Mujer","IESSGen","Costa","3","6","Sendero","Casa","Asbesto","Ceramica","Hormigon","Regular","Regular","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","SI","SI","NO","SI","SI","SI","SI","SI","SI","DCI_0"
"4521","Urbano","Pr_07","Hombre","IESSGen","Sierra","2","3","Lastrado","Casa","Zinc","Cemento","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Funda","NO","NO","SI","NO","SI","NO","NO","SI","SI","NO","SI","SI","NO","DCI_1"
"6212","Urbano","Pr_09","Hombre","IESSGen","Sierra","3","8","Carretera","Casa","Asbesto","Ceramica","Hormigon","Bueno","Bueno","Bueno","Electricidad","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","NO","SI","SI","SI","SI","NO","SI","SI","SI","NO","NO","NO","DCI_0"
"19646","Urbano","Pr_23","Hombre","IESSGen","Costa","3","5","Lastrado","Casa","Zinc","Ceramica","Hormigon","Regular","Regular","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","SI","NO","SI","SI","SI","SI","NO","SI","NO","NO","NO","NO","NO","DCI_0"
"10390","Rural","Pr_12","Hombre","IESSGen","Sierra","3","8","Empedrado","Casa","Zinc","Cemento","Hormigon","Malo","Malo","Malo","Gas","Queman","NoTiene","PozoSeptico","Rio","TuberiaFuera","Ebotellada","NO","NO","SI","NO","SI","SI","NO","SI","SI","NO","SI","NO","NO","DCI_1"
"18925","Urbano","Pr_23","Mujer","Ninguno","Costa","3","8","Carretera","Depar","Zinc","Ceramica","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","SI","SI","SI","DCI_0"
"2750","Rural","Pr_05","Hombre","Ninguno","Costa","3","1","Lastrado","Casa","Zinc","Tierra","Hormigon","Regular","Regular","Malo","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","NO","NO","NO","SI","NO","SI","SI","NO","SI","NO","NO","DCI_1"
"3145","Rural","Pr_06","Hombre","Ninguno","Costa","3","3","Lastrado","Casa","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","NO","SI","SI","NO","SI","NO","SI","SI","SI","NO","NO","NO","DCI_0"
"18711","Urbano","Pr_23","Mujer","Ninguno","Costa","3","5","Empedrado","Casa","Zinc","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","PozoSeptico","Pozo","Otro","Ebotellada","SI","NO","SI","SI","SI","SI","NO","NO","SI","NO","SI","NO","SI","DCI_1"
"7692","Urbano","Pr_10","Mujer","IESSGen","Costa","3","1","Carretera","Casa","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","SI","SI","SI","SI","SI","SI","SI","SI","NO","NO","NO","NO","DCI_1"
"377","Rural","Pr_01","Hombre","IESSGen","Costa","3","7","Carretera","Casa","Zinc","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","NO","NO","NO","NO","SI","SI","SI","NO","SI","SI","SI","DCI_1"
"10471","Rural","Pr_12","Hombre","Campesino","Sierra","3","8","Sendero","Casa","Zinc","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","PozoCiego","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","SI","SI","NO","SI","SI","NO","SI","NO","NO","DCI_0"
"1088","Urbano","Pr_03","Hombre","Ninguno","Costa","3","2","Lastrado","Casa","Asbesto","Ceramica","Hormigon","Bueno","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","SI","SI","SI","NO","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"17462","Urbano","Pr_22","Mujer","Ninguno","Oriente","3","6","Empedrado","Casa","Zinc","Tabla","Madera","Bueno","Regular","Bueno","Gas","Municipio","NoTiene","PozoCiego","RedPublica","TuberiaFueraDentro","Red","NO","NO","SI","NO","NO","SI","NO","SI","SI","NO","SI","SI","SI","DCI_0"
"15476","Urbano","Pr_19","Mujer","Ninguno","Oriente","4","8","Carretera","Casa","Hormigon","Ceramica","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","SI","SI","NO","SI","SI","SI","NO","NO","NO","DCI_0"
"165","Urbano","Pr_01","Hombre","IESSGen","Costa","3","4","Carretera","Depar","Asbesto","Ceramica","Asbesto","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","NO","SI","SI","SI","SI","SI","SI","SI","SI","SI","SI","SI","DCI_1"
"10078","Urbano","Pr_12","Mujer","Ninguno","Sierra","5","1","Carretera","Casa","Zinc","Cemento","Asbesto","Regular","Bueno","Regular","Gas","Municipio","ExclusivoHogar","PozoSeptico","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","NO","SI","NO","NO","SI","NO","SI","SI","SI","DCI_0"
"10832","Urbano","Pr_13","Hombre","IESSGen","Sierra","3","4","Carretera","Casa","Hormigon","Marmol","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","SI","SI","SI","SI","SI","SI","SI","SI","NO","SI","SI","SI","DCI_0"
"5861","Rural","Pr_08","Hombre","Ninguno","Sierra","3","7","Sendero","Casa","Zinc","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Queman","Compartido","PozoCiego","Pozo","TuberiaFueraDentro","PozoEntubado","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","DCI_0"
"4681","Urbano","Pr_07","Mujer","Ninguno","Sierra","3","8","Lastrado","Mediagua","Hormigon","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","TuberiaFueraDentro","Ebotellada","NO","NO","SI","NO","SI","NO","NO","SI","SI","NO","SI","SI","SI","DCI_0"
"11637","Urbano","Pr_13","Mujer","Ninguno","Sierra","3","6","Lastrado","Casa","Asbesto","Cemento","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","PozoSeptico","RedPublica","DentroVivienda","Ebotellada","NO","SI","SI","NO","NO","NO","NO","NO","SI","NO","SI","NO","NO","DCI_0"
"9925","Urbano","Pr_12","Hombre","Ninguno","Sierra","5","8","Empedrado","Casa","Zinc","Tabla","Hormigon","Malo","Malo","Malo","Gas","Municipio","ExclusivoHogar","PozoSeptico","RedPublica","DentroVivienda","Red","SI","NO","SI","SI","NO","NO","NO","SI","SI","NO","SI","NO","NO","DCI_0"
"6495","Urbano","Pr_09","Hombre","Ninguno","Sierra","4","1","Carretera","Casa","Hormigon","Ceramica","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","NO","SI","NO","SI","SI","NO","SI","SI","SI","NO","SI","NO","DCI_0"
"16996","Urbano","Pr_21","Mujer","IESSGen","Oriente","3","6","Carretera","Casa","Hormigon","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","NO","SI","NO","NO","SI","NO","SI","NO","SI","DCI_0"
"15557","Rural","Pr_19","Mujer","Ninguno","Oriente","3","8","Carretera","Casa","Zinc","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","NO","SI","NO","NO","NO","SI","NO","NO","NO","DCI_0"
"7936","Urbano","Pr_10","Hombre","IESSGen","Costa","3","3","Lastrado","Casa","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","SI","SI","SI","SI","SI","SI","SI","SI","SI","NO","SI","NO","SI","DCI_0"
"3066","Urbano","Pr_06","Mujer","IESSGen","Costa","3","8","Carretera","Casa","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","SI","SI","SI","SI","SI","NO","SI","SI","SI","NO","NO","NO","DCI_0"
"6176","Urbano","Pr_09","Hombre","IESSGen","Sierra","3","3","Carretera","Casa","Zinc","Cemento","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","NO","SI","SI","SI","NO","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"18332","Urbano","Pr_23","Mujer","IESSGen","Costa","1","4","Carretera","Casa","Asbesto","Ceramica","Hormigon","Regular","Regular","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","NO","NO","SI","NO","SI","SI","NO","SI","SI","SI","NO","NO","NO","DCI_0"
"17934","Rural","Pr_22","Mujer","Ninguno","Oriente","3","4","Lastrado","Casa","Asbesto","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","PozoSeptico","Pozo","TuberiaFueraDentro","PozoEntubado","NO","SI","SI","NO","NO","SI","NO","SI","SI","NO","SI","NO","SI","DCI_0"
"16129","Rural","Pr_20","Mujer","IESSGen","Insular","3","2","Carretera","Depar","Asbesto","Ceramica","Asbesto","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","SI","SI","SI","NO","SI","SI","NO","NO","NO","NO","DCI_1"
"9468","Rural","Pr_12","Mujer","Ninguno","Sierra","5","2","Lastrado","Rancho","Zinc","Cemento","Cania","Malo","Malo","Malo","Gas","Queman","ExclusivoHogar","PozoSeptico","Pozo","TuberiaFueraDentro","PozoEntubado","NO","SI","NO","NO","SI","SI","NO","NO","SI","NO","SI","SI","SI","DCI_0"
"2089","Urbano","Pr_04","Hombre","Ninguno","Costa","3","6","Carretera","Depar","Hormigon","Cemento","Asbesto","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","SI","SI","NO","NO","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"10439","Urbano","Pr_12","Hombre","Ninguno","Sierra","3","6","Carretera","Depar","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Electricidad","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","SI","NO","SI","NO","SI","SI","SI","SI","SI","NO","NO","NO","NO","DCI_0"
"5821","Urbano","Pr_08","Hombre","Ninguno","Sierra","3","3","Lastrado","Rancho","Zinc","Tabla","Cania","Malo","Malo","Malo","Gas","Municipio","NoTiene","NoTiene","Pozo","Otro","PozoNoProteg","NO","SI","SI","NO","NO","SI","NO","NO","SI","NO","SI","SI","SI","DCI_0"
"14950","Urbano","Pr_18","Hombre","IESSVol","Costa","3","5","Carretera","Depar","Hormigon","Duela","Hormigon","Bueno","Regular","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","SI","SI","SI","SI","SI","SI","SI","SI","SI","NO","NO","NO","NO","DCI_0"
"17145","Rural","Pr_21","Hombre","IESSGen","Oriente","3","7","Lastrado","Mediagua","Zinc","Tabla","Madera","Regular","Regular","Regular","Gas","Queman","ExclusivoHogar","PozoSeptico","Pozo","Otro","PozoNoProteg","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","SI","SI","SI","DCI_0"
"14619","Urbano","Pr_17","Mujer","IESSGen","Costa","3","3","Lastrado","Casa","Teja","Duela","Adobe","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","SI","SI","NO","NO","SI","SI","SI","SI","NO","SI","NO","NO","DCI_0"
"11020","Rural","Pr_13","Mujer","Campesino","Sierra","5","8","Carretera","Rancho","Zinc","Tabla","Madera","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","PozoSeptico","Tuberia","TuberiaFuera","Ebotellada","NO","NO","NO","NO","NO","SI","NO","SI","SI","NO","SI","SI","SI","DCI_0"
"18256","Urbano","Pr_23","Hombre","Ninguno","Costa","3","6","Carretera","Casa","Zinc","Cemento","Asbesto","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","SI","SI","SI","SI","SI","NO","SI","NO","SI","DCI_1"
"15417","Urbano","Pr_19","Hombre","IESSGen","Oriente","3","8","Carretera","Depar","Zinc","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","SI","SI","SI","SI","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"5829","Urbano","Pr_08","Hombre","ISSFA","Sierra","3","8","Lastrado","Casa","Zinc","Cemento","Hormigon","Malo","Malo","Malo","Gas","Municipio","ExclusivoHogar","PozoSeptico","RedPublica","DentroVivienda","Red","SI","NO","SI","SI","SI","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"18659","Urbano","Pr_23","Hombre","Ninguno","Costa","3","6","Empedrado","Casa","Hormigon","Cemento","Hormigon","Bueno","Bueno","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","NO","NO","NO","NO","SI","NO","SI","SI","NO","DCI_0"
"3857","Urbano","Pr_07","Hombre","IESSGen","Sierra","2","7","Lastrado","Casa","Zinc","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","Compartido","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","SI","SI","SI","SI","SI","SI","NO","NO","SI","NO","SI","SI","SI","DCI_0"
